Asset Name,Name,Serial number,Criticality,Status,Tenant,Role,Manufacturer,Type,BMC IP,BMC MAC,BMC Version,BIOS Version,Asset tag,ID,Tenant Group,Region,Site Group,Site,Location,Rack,Parent Device,Position (Device Bay),Position,Rack face,Latitude,Longitude,Airflow,IP Address,IPv4 Address,IPv6 Address,OOB IP,Cluster,Virtual Chassis,VC Position,VC Priority,Description,Config Template,Comments,Contacts,Tags,Created,Last updated,Owner Group,Owner,U Height,Platform,Console ports,Console server ports,Power ports,Power outlets,Interfaces,Front ports,Rear ports,Device bays,Module bays,Inventory items,BIOS Date,EOL,FW Bundle,Installation Date,Last updated (automatic),OS Info,Product Name,UUID
AST-SIN1-00148,sin1-comp-0148,DE485924214,Medium,Planned,Cloud Platform,compute,Dell,R650XS CONTROL G1,10.21.99.236,,5.4,1.9.9,N/A,1147,,APAC,,SIN1,N/A,R14,,,N/A,Front,,,,,172.30.89.68/24,,10.113.140.225,,,,,,,,,"baremetal,k8s",2021-10-02T23:24:13.000000+00:00,2022-10-19T23:24:13.000000+00:00,DC-Ops,ops-team,2,ESXi 8.0,,,2,,2,,,,,,,2026-10-25,dell/30092025,2019-09-08,2023-01-01 23:24:13+00:00,N/A,None,36c57bbc-f428-42d5-860e-f9f160eb960d
AST-FRA1-00149,fra1-cont-0149,HP828988247,Low,Active,Cloud Platform,control,HPE,DL360 COMP G1,10.27.102.65,b7:ef:b5:da:ee:d7,5.0,1.13.1,TAG90636,1148,,EMEA,,FRA1,–,R14,,,None,Front,,,,,172.25.236.140/24,,10.170.102.78,,,,,"Burn-in done, handed to platform team",,"DIMM slot A3 flaky, monitor",,lab,2022-09-28T21:50:38.000000+00:00,2023-07-22T21:50:38.000000+00:00,DC-Ops,j.smith,1,Linux Ubuntu 22.04,,,2,,6,,,,,,,,15/11/2025,2024-11-15,2023-10-14 21:50:38+00:00,–,DL360,f11aa27b-e029-4a72-9166-a6c8e6de89b3
AST-DFW1-00150,dfw1-cont-0150,SU340028091,High,Staged,Internal IT,control,Supermicro,SYS-221H-TNR CTRL Gen 3,,,3.4,3.7.2,None,1149,,AMER,,DFW1,DFW1-DC-4,R05,,,25,Front,,,,,172.19.49.64/24,,-,,,,,"Burn-in done, handed to platform team",,,,,2025-09-30T06:24:33.000000+00:00,2026-08-24T06:24:33.000000+00:00,Platform,m.papaj,1,,,,2,,2,,,,,,,2026-05-25,smc/2026.01,,2026-11-22 06:24:33+00:00,RHEL 9.4,SYS-221H-TNR,e776628b-7b43-4ba5-93aa-4e22a615c451
AST-FRA2-00151,fra2-comp-0151,DE519429677,Low,Decommissioned,Cloud Platform,compute,Dell,XR11 EDGE,10.32.77.91,,,2.15.5,-,1150,,EMEA,,FRA2,FRA2-DC-4,N/A,,,,front,,,,,172.20.142.201/24,,10.172.173.118,,,,,"Ordered 2023, batch 1, rack row B",,"Needs recable
see ticket NET-2231",,,2024-05-12T23:25:10.000000+00:00,2024-06-14T23:25:10.000000+00:00,,m.papaj,2,ESXi 8.0,,,2,,6,,,,,,,2025-12-06,N/A,2021-06-07,2024-08-10 23:25:10+00:00,RHEL 9.4,XR11,27e65770-7664-43a3-afa0-c69f6c7b5dd3
AST-FRA2-00152,fra2-stor-0152,DE318548994,Low,Decommissioned,Internal IT,storage,Dell,R650XS CONTROL G1,–,-,2.19,1.7.4,TAG42949,1151,,EMEA,,FRA2,FRA2-DC-2,–,,,16,,,,,,172.31.97.214/24,,10.109.174.48,,,,,,,"DIMM slot A3 flaky, monitor",,,2020-04-13T06:29:37.000000+00:00,2020-06-24T06:29:37.000000+00:00,,m.papaj,2,Linux RHEL9,,,2,,2,,,,,,,,-,2019-07-04,2020-07-29 06:29:37+00:00,RHEL 9.4,R650XS,c26c512b-f4e5-4634-a9d7-a2746b70063c
AST-SIN1-00153,sin1-netw-0153,DE471348848,High,Staged,Internal IT,network,Dell,-,10.86.41.228,c2:09:f6:1a:c6:c1,5.13,1.14.1,TAG58196,1152,,APAC,,SIN1,–,None,,,35,Front,,,Front to rear,,172.31.115.167/24,,,,,,,,,,,"prod,edge",2020-08-07T20:28:42.000000+00:00,2021-03-09T20:28:42.000000+00:00,Platform,a.kovac,2,Linux RHEL9,,,2,,4,,,,,,,,dell/30092025,04/07/2023,2021-04-11 20:28:42+00:00,,R650XS,7f72499e-5160-45ad-887e-cdf19beadc82
AST-LON2-00154,lon2-netw-0154,DE865721655,High,Active,Internal IT,network,Dell,R7615 STORAGE G2,10.80.149.223,9c:6b:3e:be:48:12,7.14,2.3.0,–,1153,,EMEA,,LON2,–,R15,,,2,front,,,,,172.19.27.89/24,,10.167.136.82,,,,,"Ordered 2023, batch 1, rack row B",,,,lab,2022-07-29T12:21:28.000000+00:00,2023-02-02T12:21:28.000000+00:00,DC-Ops,m.papaj,1,Linux Ubuntu 22.04,,,2,,2,,,,,,,,,2025-06-02,2023-04-29 12:21:28+00:00,Ubuntu 22.04.4,R7615,4e8e8064-6002-4b88-a1c3-b88439370829
AST-ASH1-00155,ash1-netw-0155,SU966935604,High,Planned,Cloud Platform,network,Supermicro,SYS-521E-WR NET Gen3,10.59.147.220,2b:7f:97:ac:ca:13,4.8,3.0.1,N/A,1154,,AMER,,ASH1,ASH1-DC-1,R02,,,23,,,,Front to rear,,172.24.83.246/24,,–,,,,,,,"DIMM slot A3 flaky, monitor",,,2020-12-05T07:18:11.000000+00:00,2021-09-15T07:18:11.000000+00:00,Platform,,2,Linux RHEL9,,,2,,4,,,,,,,,smc/2026.01,,2022-01-19 07:18:11+00:00,-,–,4224c96d-ce83-4054-8dd7-3146ababd846
AST-DFW1-00156,dfw1-comp-0156,DE722652915,High,Staged,Cloud Platform,compute,Dell,R650XS CONTROL G1,10.80.116.16,d4:24:da:90:49:0c,4.10,3.11.7,TAG48543,1155,,AMER,,DFW1,DFW1-DC-2,–,,,14,,,,,,172.27.22.154/24,,10.133.131.5,,,,,"Burn-in done, handed to platform team",,"DIMM slot A3 flaky, monitor",,,2022-09-12T22:10:14.000000+00:00,2022-10-04T22:10:14.000000+00:00,,a.kovac,2,Linux RHEL9,,,2,,2,,,,,,,05/03/2027,dell/01122024,2023-11-20,2023-03-14 22:10:14+00:00,ESXi 8.0u2,R650XS,5f4980f5-eec8-4d3b-a40f-4270deaf767b
AST-LON2-00157,lon2-stor-0157,HP440311040,High,Staged,Cloud Platform,storage,HPE,DL360 COMP G1,-,e5:d6:75:40:7d:d0,7.4,None,TAG65184,1156,,EMEA,,LON2,LON2-DC-2,R15,,,None,front,,,,,172.23.227.188/24,,,,,,,"Ordered 2023, batch 2, rack row B",,,,lab,2022-04-16T07:43:06.000000+00:00,2022-07-25T07:43:06.000000+00:00,DC-Ops,a.kovac,1,ESXi 8.0,,,2,,6,,,,,,,2029-03-09,15/11/2025,,2023-01-19 07:43:06+00:00,N/A,N/A,084abbc4-6c06-4ccf-8e4f-b163238b1bd6
AST-PHX3-00158,phx3-comp-0158,DE539025895,Medium,Active,Internal IT,compute,Dell,R650XS CONTROL G1,10.65.148.194,31:76:98:fc:ae:18,6.18,2.9.5,TAG33385,1157,,AMER,,PHX3,PHX3-DC-2,R15,,,40,front,,,,,–,,10.117.93.186,,,,,,,"Needs recable
see ticket NET-2231",,"baremetal,k8s",2025-05-13T22:14:35.000000+00:00,2025-12-30T22:14:35.000000+00:00,Platform,m.papaj,1,ESXi 8.0,,,2,,4,,,,,,,2028-06-19,dell/30092025,2024-09-01,2026-03-11 22:14:35+00:00,–,R650XS,645f0e3c-388b-4ae7-ac79-6a1581a4f51d
AST-DFW1-00159,dfw1-gpu-0159,SU957911130,Medium,Staged,Internal IT,gpu,Supermicro,SYS-112C-TN COMP G2,–,3b:b5:28:71:26:a7,4.8,3.2.5,TAG15027,1158,,AMER,,DFW1,–,R18,,,,Front,,,Front to rear,,172.25.56.184/24,,None,,,,,"Ordered 2023, batch 7, rack row B",,"DIMM slot A3 flaky, monitor",,"prod,edge",2021-08-29T06:08:46.000000+00:00,2021-09-02T06:08:46.000000+00:00,Platform,m.papaj,1,,,,2,,2,,,,,,,2026-11-12,,2026-04-17,2022-03-06 06:08:46+00:00,None,–,97a4e8df-629b-4423-9074-fc706c8b6878
AST-PHX3-00160,phx3-stor-0160,DE777559423,,Offline,,storage,Dell,R760XA GPU G2,-,a6:7e:d9:3b:5a:ed,None,3.4.7,TAG74117,1159,,AMER,,PHX3,PHX3-DC-3,R13,,,N/A,front,,,,,172.31.200.154/24,,None,,,,,"Burn-in done, handed to platform team",,"Needs recable
see ticket NET-2231",,lab,2024-12-19T02:39:42.000000+00:00,2025-04-19T02:39:42.000000+00:00,Platform,ops-team,1,Linux Ubuntu 22.04,,,2,,4,,,,,,,2026-11-19,dell/30092025,,2025-08-01 02:39:42+00:00,RHEL 9.4,-,40616f4a-ea4d-43c6-a585-c7186e28495e
AST-DFW1-00161,dfw1-comp-0161,LE875487184,Medium,Staged,Cloud Platform,compute,Lenovo,ThinkSystem SR630 COMP G1,–,7f:06:12:0a:34:cb,,,TAG59526,1160,,AMER,,DFW1,DFW1-DC-3,–,,,–,,,,Front to rear,,172.22.80.215/24,,–,,,,,"Burn-in done, handed to platform team",,,,"baremetal,k8s",2020-03-06T14:38:57.000000+00:00,2020-09-17T14:38:57.000000+00:00,Platform,m.papaj,1,Linux Ubuntu 22.04,,,2,,4,,,,,,,,N/A,2022-08-27,2020-10-10 14:38:57+00:00,RHEL 9.4,ThinkSystem,bc883d99-cd3e-4a7e-9faf-796548b945ff
AST-LON2-00162,lon2-comp-0162,SU500224021,Low,Staged,Internal IT,compute,Supermicro,SYS-521E-WR NET Gen3,10.23.231.58,None,N/A,1.1.5,TAG88476,1161,,-,,LON2,LON2-DC-4,R13,,,42,front,,,,,172.31.55.165/24,,N/A,,,,,,,,,lab,2024-08-25T04:03:50.000000+00:00,2025-08-26T04:03:50.000000+00:00,,j.smith,2,ESXi 8.0,,,2,,2,,,,,,,,smc/2025.09,,2025-09-24 04:03:50+00:00,RHEL 9.4,SYS-521E-WR,7d12b630-b112-41ce-9a01-203bbcaa6fb2
AST-PHX3-00163,phx3-comp-0163,SU567592441,,Active,,compute,Supermicro,SYS-521E-WR NET Gen3,10.96.138.134,54:f2:05:a2:d5:5b,-,1.3.8,None,1162,,AMER,,PHX3,PHX3-DC-2,-,,,18,front,,,,,172.22.190.133/24,,10.147.84.37,,,,,"Burn-in done, handed to platform team",,"Needs recable
see ticket NET-2231",,"prod,edge",2022-07-03T02:54:20.000000+00:00,2023-07-07T02:54:20.000000+00:00,DC-Ops,,1,Linux RHEL9,,,2,,6,,,,,,,,,,2023-11-17 02:54:20+00:00,ESXi 8.0u2,SYS-521E-WR,c948170d-0254-49c6-aa2f-7a5cb4089510
AST-PHX3-00164,phx3-comp-0164,SU332404394,,Active,Internal IT,compute,Supermicro,SYS-521E-WR NET Gen3,10.28.73.43,c5:f2:b5:9f:a2:28,3.5,2.4.6,TAG74237,1163,,AMER,,PHX3,PHX3-DC-4,N/A,,,30,front,,,,,172.17.70.131/24,,10.100.165.20,,,,,"Ordered 2023, batch 4, rack row B",,"Needs recable
see ticket NET-2231",,"baremetal,k8s",2020-10-10T18:40:28.000000+00:00,2021-08-21T18:40:28.000000+00:00,DC-Ops,j.smith,1,,,,2,,4,,,,,,,,-,,2021-11-23 18:40:28+00:00,Ubuntu 22.04.4,N/A,b69a2e63-91ad-44a4-99bb-85fb4cc840f3
AST-BER1-00165,ber1-comp-0165,SU394391911,High,Decommissioned,Cloud Platform,compute,Supermicro,SYS-521E-WR NET Gen3,10.83.15.221,e3:1f:a0:31:8e:63,N/A,3.5.9,TAG58005,1164,,EMEA,,BER1,–,N/A,,,,front,,,Front to rear,,-,,–,,,,,"Burn-in done, handed to platform team",,,,,2025-04-26T15:32:29.000000+00:00,2025-05-26T15:32:29.000000+00:00,Platform,ops-team,2,Linux RHEL9,,,2,,4,,,,,,,,smc/2025.09,2022-12-09,2025-06-17 15:32:29+00:00,RHEL 9.4,,a556a7d8-1040-4fcc-8471-9ca8bb215d29
AST-LON2-00166,lon2-stor-0166,SU784988889,High,Active,Internal IT,storage,Supermicro,SYS-112C-TN COMP G2,10.20.126.79,e1:87:2f:fa:b5:ba,7.16,3.5.0,TAG86706,1165,,EMEA,,LON2,LON2-DC-4,R07,,,–,,,,,,172.21.142.36/24,,N/A,,,,,"Ordered 2023, batch 2, rack row B",,"Needs recable
see ticket NET-2231",,"prod,edge",2023-03-09T14:56:53.000000+00:00,2023-10-31T14:56:53.000000+00:00,Platform,ops-team,1,Linux RHEL9,,,2,,6,,,,,,,2026-08-05,smc/2026.01,2022-03-02,2024-03-23 14:56:53+00:00,Ubuntu 22.04.4,SYS-112C-TN,0878506c-77a5-42da-9311-603cbf8f9796
AST-FRA1-00167,fra1-comp-0167,SU461498632,Medium,Active,Cloud Platform,compute,Supermicro,SYS-112C-TN COMP G2,10.33.183.79,77:37:d7:da:89:cd,N/A,3.6.9,TAG27025,1166,,EMEA,,FRA1,FRA1-DC-1,R11,,,23,Front,,,,,172.30.222.188/24,,–,,,,,"Ordered 2023, batch 1, rack row B",,,,"prod,edge",2025-07-05T21:31:54.000000+00:00,2025-08-26T21:31:54.000000+00:00,Platform,ops-team,1,ESXi 8.0,,,2,,2,,,,,,,2029-06-17,,,2026-01-15 21:31:54+00:00,-,SYS-112C-TN,bb27d660-f2d1-4020-85bd-33e70dd164f8
AST-AMS1-00168,ams1-stor-0168,–,High,Active,,storage,Supermicro,SYS-521E-WR NET Gen3,10.26.162.196,00:cb:27:75:46:ff,3.9,2.12.2,None,1167,,EMEA,,AMS1,None,R08,,,7,Front,,,,,None,,10.151.167.230,,,,,"Burn-in done, handed to platform team",,,,"prod,edge",2020-10-24T17:13:10.000000+00:00,2021-05-11T17:13:10.000000+00:00,Platform,a.kovac,2,,,,2,,2,,,,,,,,smc/2026.01,2019-06-19,2021-07-27 17:13:10+00:00,,SYS-521E-WR,89e98f74-c3fd-4a58-8930-e4e0da2524d2
AST-ASH1-00169,ash1-stor-0169,N/A,High,Staged,Internal IT,storage,Supermicro,SYS-521E-WR NET Gen3,10.78.196.223,19:bd:81:d9:ac:97,N/A,2.13.0,TAG49017,1168,,AMER,,ASH1,ASH1-DC-1,R12,,,,Front,,,Front to rear,,172.24.101.132/24,,10.119.3.87,,,,,"Burn-in done, handed to platform team",,"Needs recable
see ticket NET-2231",,"baremetal,k8s",2021-07-09T15:14:39.000000+00:00,2022-02-12T15:14:39.000000+00:00,Platform,,1,,,,2,,2,,,,,,,,,2025-02-26,2022-07-25 15:14:39+00:00,,SYS-521E-WR,67c8dd1b-c713-4f59-b07f-a1c8e8e98475
AST-ASH1-00170,ash1-comp-0170,DE874805614,Mission Critical,Planned,,compute,Dell,R650XS CONTROL G1,-,17:cc:5c:91:8b:02,2.13,2.8.7,-,1169,,AMER,,ASH1,N/A,R09,,,39,,,,,,172.23.25.96/24,,10.173.133.78,,,,,"Burn-in done, handed to platform team",,"Needs recable
see ticket NET-2231",,,2025-07-21T11:24:42.000000+00:00,2026-08-06T11:24:42.000000+00:00,Platform,ops-team,2,Linux Ubuntu 22.04,,,2,,4,,,,,,,,dell/15032026,,2027-01-31 11:24:42+00:00,RHEL 9.4,R650XS,5365891a-a213-41c5-af3b-f9d89b1e0764
AST-LON2-00171,N/A,LE322856401,Medium,Active,Cloud Platform,control,Lenovo,ThinkSystem SR630 COMP G1,10.48.149.193,c1:3f:31:ca:6f:6c,-,3.12.8,TAG38541,1170,,EMEA,,LON2,LON2-DC-3,R03,,,41,front,,,,,172.21.180.145/24,,10.159.15.40,,,,,"Burn-in done, handed to platform team",,"Needs recable
see ticket NET-2231",,lab,2024-07-03T09:13:23.000000+00:00,2025-01-09T09:13:23.000000+00:00,Platform,m.papaj,1,ESXi 8.0,,,2,,4,,,,,,,,15/11/2025,2024-07-31,2025-02-22 09:13:23+00:00,ESXi 8.0u2,ThinkSystem,903a1ab7-b190-45dc-8909-179b3df0d5a0
AST-ASH1-00172,ash1-stor-0172,DE186442457,,Active,Cloud Platform,storage,Dell,R650XS CONTROL G1,10.62.11.84,66:a5:43:96:21:0f,–,2.7.2,TAG75564,1171,,AMER,,ASH1,,,,,27,front,,,,,172.16.199.142/24,,N/A,,,,,"Burn-in done, handed to platform team",,"Needs recable
see ticket NET-2231",,,2025-02-05T19:02:34.000000+00:00,2025-11-25T19:02:34.000000+00:00,,,1,,,,2,,4,,,,,,,2027-05-07,N/A,2025-03-02,2026-06-09 19:02:34+00:00,–,R650XS,0b5d55b6-65de-4ea5-bccb-c33ab35366a4
AST-FRA1-00173,fra1-stor-0173,DE875235388,Medium,Offline,,storage,Dell,R7615 STORAGE G2,10.62.173.37,12:47:4b:93:0d:71,6.11,2.5.9,TAG72296,1172,,EMEA,,FRA1,N/A,R04,,,17,Front,,,Front to rear,,172.30.251.193/24,,,,,,,"Ordered 2023, batch 5, rack row B",,"DIMM slot A3 flaky, monitor",,,2021-06-08T22:05:01.000000+00:00,2021-12-13T22:05:01.000000+00:00,Platform,ops-team,2,,,,2,,6,,,,,,,2028-12-09,dell/01122024,2021-09-03,2022-04-25 22:05:01+00:00,None,R7615,7fe95978-b3f9-4c72-bdf4-cce3a3621222
AST-TYO1-00174,tyo1-comp-0174,DE341404197,Medium,Active,Cloud Platform,compute,Dell,R760XA GPU G2,10.38.76.72,28:1c:e4:7e:7d:83,3.20,–,TAG44834,1173,,APAC,,TYO1,TYO1-DC-1,N/A,,,-,,,,,,172.16.116.190/24,,10.115.100.92,,,,,,,"DIMM slot A3 flaky, monitor",,,2022-08-18T23:41:50.000000+00:00,2022-12-02T23:41:50.000000+00:00,Platform,j.smith,1,,,,2,,2,,,,,,,,dell/30092025,2020-10-29,2023-05-04 23:41:50+00:00,,R760XA,6446fed7-bea8-42ab-875a-bdbe0b0ebc18
AST-SIN1-00175,sin1-stor-0175,SU100531633,Low,Active,Cloud Platform,storage,Supermicro,SYS-521E-WR NET Gen3,10.62.138.127,5d:f9:03:a3:f0:fd,2.13,1.14.5,TAG80594,1174,,APAC,,SIN1,–,R15,,,34,,,,,,172.25.135.223/24,,10.142.247.132,,,,,"Ordered 2023, batch 4, rack row B",,"Needs recable
see ticket NET-2231",,"prod,edge",2022-02-21T03:40:29.000000+00:00,2023-03-15T03:40:29.000000+00:00,DC-Ops,m.papaj,1,ESXi 8.0,,,2,,6,,,,,,,2026-08-23,smc/2026.01,2025-09-16,2023-06-29 03:40:29+00:00,N/A,SYS-521E-WR,3f6b858b-ecc6-46fa-872b-76077b0adc03
AST-TYO1-00176,tyo1-comp-0176,DE582870156,Medium,Active,Cloud Platform,compute,Dell,None,10.82.201.196,-,3.10,3.15.0,TAG61126,1175,,APAC,,TYO1,TYO1-DC-3,R11,,,N/A,front,,,,,172.20.233.197/24,,10.151.28.248,,,,,"Replaced PSU, vendor RMA #4411",,,,lab,2022-08-14T23:24:12.000000+00:00,2023-03-20T23:24:12.000000+00:00,DC-Ops,j.smith,2,,,,2,,2,,,,,,,2030-04-26,,2022-09-23,2023-05-21 23:24:12+00:00,Ubuntu 22.04.4,R7615,cd2b052d-1b73-467a-8a82-714ec70327e8
AST-LON2-00177,lon2-comp-0177,HP943854460,High,Quarantine,Internal IT,compute,HPE,DL380 Gen10,10.50.184.232,ca:f9:18:1e:bf:08,2.16,2.15.4,,1176,,EMEA,,LON2,LON2-DC-1,R03,,,6,front,,,Front to rear,,172.27.170.51/24,,None,,,,,"Burn-in done, handed to platform team",,"Needs recable
see ticket NET-2231",,lab,2025-12-12T11:57:25.000000+00:00,2026-12-12T11:57:25.000000+00:00,Platform,a.kovac,2,Linux RHEL9,,,2,,2,,,,,,,2026-08-25,bundle-2025Q3,2022-09-05,2026-12-17 11:57:25+00:00,Ubuntu 22.04.4,None,580c221b-301f-4351-ac53-710d022b1b5a
AST-FRA2-00178,fra2-comp-0178,-,Low,Active,Cloud Platform,compute,Dell,R660 COMP G2,10.95.102.198,a1:75:6a:67:9b:53,4.7,None,TAG26136,1177,,EMEA,,FRA2,FRA2-DC-2,R11,,,None,,,,Front to rear,,172.22.157.47/24,,10.145.78.49,,,,,"Ordered 2023, batch 2, rack row B",,"DIMM slot A3 flaky, monitor",,,2023-11-23T04:33:40.000000+00:00,2024-10-23T04:33:40.000000+00:00,DC-Ops,a.kovac,1,,,,2,,6,,,,,,,2024-05-22,dell/15032026,,2024-11-15 04:33:40+00:00,N/A,R660,ddf896e5-79d3-466c-b984-8804569d1436
AST-SIN1-00179,sin1-comp-0179,DE486968435,High,Active,Internal IT,compute,Dell,R760XA GPU G2,10.65.153.59,1f:6b:96:be:d4:50,3.16,3.5.5,TAG24338,1178,,APAC,,SIN1,SIN1-DC-4,R12,,,17,Front,,,Front to rear,,172.24.165.12/24,,10.110.199.225,,,,,,,"Needs recable
see ticket NET-2231",,,2022-08-21T01:54:44.000000+00:00,2022-09-24T01:54:44.000000+00:00,,a.kovac,2,Linux RHEL9,,,2,,6,,,,,,,,dell/01122024,,2022-10-19 01:54:44+00:00,-,,2202036e-891d-44fc-a860-40435e7fa3c4
AST-AMS1-00180,ams1-netw-0180,SU244316695,High,Staged,Internal IT,network,Supermicro,SYS-521E-WR NET Gen3,N/A,30:ce:90:35:7f:73,None,3.8.2,TAG59121,1179,,EMEA,,AMS1,AMS1-DC-1,R15,,,-,Front,,,Front to rear,,172.19.244.127/24,,–,,,,,,,,,"prod,edge",2025-02-17T07:09:10.000000+00:00,2026-01-10T07:09:10.000000+00:00,Platform,ops-team,1,,,,2,,4,,,,,,,2028-01-24,smc/2026.01,2020-10-29,2026-05-06 07:09:10+00:00,None,N/A,50e47ca7-e233-4c0f-929d-a0341a7bf9d1
AST-PHX3-00181,phx3-gpu-0181,LE466127696,High,Active,Managed Services,gpu,Lenovo,ThinkSystem SR630 COMP G1,N/A,b1:9d:e7:df:2a:5d,-,1.6.5,TAG29892,1180,,AMER,,PHX3,PHX3-DC-3,R09,,,-,Front,,,Front to rear,,172.29.13.247/24,,10.166.134.17,,,,,"Ordered 2023, batch 4, rack row B",,"DIMM slot A3 flaky, monitor",,lab,2024-02-23T03:50:01.000000+00:00,2025-03-25T03:50:01.000000+00:00,DC-Ops,ops-team,1,,,,2,,4,,,,,,,,15/11/2025,2022-12-25,2025-06-15 03:50:01+00:00,RHEL 9.4,ThinkSystem,1c5f5341-341f-4d19-81aa-8c2f71d5921f
AST-LON2-00182,lon2-gpu-0182,SU163589383,Medium,Offline,Internal IT,gpu,Supermicro,SYS-221H-TNR CTRL Gen 3,-,,6.9,3.15.3,TAG49167,1181,,EMEA,,LON2,N/A,R03,,,3,front,,,Front to rear,,172.22.127.214/24,,–,,,,,"Burn-in done, handed to platform team",,"DIMM slot A3 flaky, monitor",,"prod,edge",2023-06-28T23:49:02.000000+00:00,2023-09-08T23:49:02.000000+00:00,,m.papaj,2,ESXi 8.0,,,2,,6,,,,,,,,smc/2026.01,,2024-02-25 23:49:02+00:00,Ubuntu 22.04.4,SYS-221H-TNR,bed1cb1d-c1c0-4dea-bdd1-3ac550cb944b
AST-FRA1-00183,fra1-netw-0183,HP370229471,,Planned,Cloud Platform,network,HPE,DL360 COMP G1,10.52.214.171,-,4.18,3.13.6,None,1182,,EMEA,,FRA1,FRA1-DC-1,R09,,,41,front,,,Front to rear,,172.23.253.57/24,,None,,,,,"Ordered 2023, batch 4, rack row B",,,,"baremetal,k8s",2025-06-12T05:39:00.000000+00:00,2026-02-28T05:39:00.000000+00:00,DC-Ops,ops-team,2,Linux RHEL9,,,2,,6,,,,,,,,15/11/2025,2021-12-04,2026-05-29 05:39:00+00:00,,DL360,b20b1094-4b6e-4fff-84b2-af50b2767259
AST-PHX3-00184,phx3-comp-0184,DE796092768,Low,Quarantine,Cloud Platform,compute,Dell,R660 COMP G2,10.61.178.200,67:87:f8:b3:ac:e0,,1.9.8,–,1183,,AMER,,PHX3,,R18,,,26,Front,,,,,172.23.162.213/24,,–,,,,,"Replaced PSU, vendor RMA #4411",,"Needs recable
see ticket NET-2231",,"prod,edge",2022-09-27T01:11:52.000000+00:00,2023-10-12T01:11:52.000000+00:00,Platform,j.smith,2,Linux RHEL9,,,2,,4,,,,,,,25/12/2026,dell/30092025,,2023-11-20 01:11:52+00:00,ESXi 8.0u2,-,3f1facd0-87bb-4844-a227-1a5cab8b2e85
AST-DFW1-00185,dfw1-comp-0185,DE113334107,Medium,Active,Cloud Platform,compute,Dell,R660 COMP G2,10.12.247.215,78:a3:b6:27:44:a4,7.7,3.4.1,TAG76512,1184,,AMER,,DFW1,DFW1-DC-2,R05,,,42,Front,,,,,172.28.198.192/24,,10.171.98.106,,,,,,,"Needs recable
see ticket NET-2231",,lab,2022-07-11T02:30:01.000000+00:00,2022-11-13T02:30:01.000000+00:00,Platform,,2,Linux RHEL9,,,2,,2,,,,,,,,dell/01122024,,2023-02-09 02:30:01+00:00,Ubuntu 22.04.4,N/A,6c1849f3-900d-4ec6-98cd-5ca4418a2e14
AST-BER1-00186,ber1-stor-0186,–,High,Staged,,storage,Supermicro,SYS-112C-TN COMP G2,N/A,24:20:d3:52:63:7f,None,None,TAG85235,1185,,EMEA,,BER1,BER1-DC-4,N/A,,,N/A,Front,,,,,172.29.73.197/24,,10.142.119.146,,,,,"Burn-in done, handed to platform team",,,,"prod,edge",2021-02-18T07:48:09.000000+00:00,2021-09-09T07:48:09.000000+00:00,Platform,m.papaj,1,ESXi 8.0,,,2,,4,,,,,,,25/12/2026,smc/2026.01,2019-10-20,2022-01-21 07:48:09+00:00,–,–,1791ba8f-19c1-49f7-9946-9bb8103aaef2
AST-BER1-00187,ber1-gpu-0187,DE105004743,High,Staged,Managed Services,gpu,Dell,R650XS CONTROL G1,10.49.14.205,e1:5a:4c:e3:0f:13,2.9,1.11.2,TAG31939,1186,,EMEA,,BER1,BER1-DC-3,R01,,,36,front,,,Front to rear,,172.22.255.47/24,,-,,,,,,,"Needs recable
see ticket NET-2231",,"prod,edge",2022-10-12T12:25:22.000000+00:00,2023-04-27T12:25:22.000000+00:00,Platform,a.kovac,1,,,,2,,2,,,,,,,2027-03-31,N/A,2024-08-11,2023-10-25 12:25:22+00:00,–,N/A,c479ad27-8c29-4120-9b69-df834dd98940
AST-TYO1-00188,tyo1-comp-0188,HP919826165,Mission Critical,Active,,compute,HPE,DL380 Gen10,10.90.218.104,60:2d:9d:58:a0:18,N/A,3.1.6,TAG78679,1187,,APAC,,TYO1,TYO1-DC-1,-,,,15,Front,,,Front to rear,,172.26.247.157/24,,10.110.251.7,,,,,"Ordered 2023, batch 8, rack row B",,"DIMM slot A3 flaky, monitor",,,2021-09-07T07:02:45.000000+00:00,2022-02-04T07:02:45.000000+00:00,DC-Ops,m.papaj,1,Linux RHEL9,,,2,,4,,,,,,,,-,04/07/2023,2022-05-14 07:02:45+00:00,None,-,ed991d1c-477e-42ce-996c-2d2ea7bcb858
None,phx3-stor-0189,SU319984231,High,Decommissioned,Managed Services,storage,Supermicro,SYS-521E-WR NET Gen3,None,fa:22:5d:a7:55:83,N/A,2.8.1,TAG61761,1188,,AMER,,PHX3,–,R10,,,31,Front,,,Front to rear,,None,,10.148.142.216,,,,,"Burn-in done, handed to platform team",,,,,2025-07-22T20:17:22.000000+00:00,2026-08-04T20:17:22.000000+00:00,,j.smith,1,,,,2,,6,,,,,,,,smc/2026.01,2019-05-08,2027-01-20 20:17:22+00:00,ESXi 8.0u2,-,4bbebdde-602f-497d-863a-e043f8071529
